"No.","Time","Source","Destination","Protocol","Length","Info","frame number","frame length","Frame Time","Frame Time (Epoch)","Frame Protocols","Ethernet Source","Ethernet Destination","Ethernet Type","IP Source","IP Destination","IP Length","IP TTL","IP Flags","IP Fragment Offset","IP Protocol","IP Version","IP DSCP Field","IP Checksum","TCP Source Port","TCP Destination Port","TCP Length","TCP Sequence Number","TCP Acknowledgment Number","TCP Flags","TCP SYN Flag","TCP ACK Flag","TCP FIN Flag","TCP RST Flag","TCP Window Size","TCP Checksum","TCP Stream","UDP Source Port","UDP Destination Port","UDP Length","UDP Checksum","ICMP Type","ICMP Checksum","HTTP Request Method","HTTP Request URI","HTTP Request Version","HTTP Full URI","HTTP Response Code","HTTP User-Agent","HTTP Content-Length","HTTP Content Type","HTTP Cookie","HTTP Host","HTTP Referer","HTTP Location","HTTP Authorization","HTTP Connection","DNS Query Name","DNS Query Type"
"1","0.000000000","192.168.1.108","92.242.129.221","TCP","74","51780  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=732848982 TSecr=0 WS=128","1","74","Jan 11, 2024 19:29:25.852052461 +03","1704990565.852052461","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:a6:7e:fb","IPv4","192.168.1.108","92.242.129.221","60","64","0x40","0","TCP","4","0x00","0xc746","51780","80","0","0","0","0x002","Set","Not set","Not set","Not set","64240","0x8a04","0","","","","","","","","","","","","","","","","","","","","","",""
"2","0.010462461","192.168.1.108","92.242.129.221","TCP","74","51792  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=732848997 TSecr=0 WS=128","2","74","Jan 11, 2024 19:29:25.862514922 +03","1704990565.862514922","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:a6:7e:fb","IPv4","192.168.1.108","92.242.129.221","60","64","0x40","0","TCP","4","0x00","0x8835","51792","80","0","0","0","0x002","Set","Not set","Not set","Not set","64240","0xe5ac","1","","","","","","","","","","","","","","","","","","","","","",""
"3","5.031543686","PcsCompu_37:96:63","PcsCompu_a6:7e:fb","ARP","60","Who has 192.168.1.1? Tell 192.168.1.108","3","60","Jan 11, 2024 19:29:30.883596147 +03","1704990570.883596147","eth:ethertype:arp","08:00:27:37:96:63","08:00:27:a6:7e:fb","ARP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4","5.032801560","PcsCompu_a6:7e:fb","PcsCompu_37:96:63","ARP","60","192.168.1.1 is at 08:00:27:a6:7e:fb","4","60","Jan 11, 2024 19:29:30.884854021 +03","1704990570.884854021","eth:ethertype:arp","08:00:27:a6:7e:fb","08:00:27:37:96:63","ARP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","5.184670467","192.168.1.108","192.168.1.104","TCP","74","58454  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=539917270 TSecr=0 WS=128","5","74","Jan 11, 2024 19:29:31.036722928 +03","1704990571.036722928","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","60","64","0x40","0","TCP","4","0x00","0xf3a4","58454","80","0","0","0","0x002","Set","Not set","Not set","Not set","64240","0x2029","2","","","","","","","","","","","","","","","","","","","","","",""
"6","5.185080896","192.168.1.104","192.168.1.108","TCP","74","80  >  58454 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=119984 TSecr=539917270 WS=64","6","74","Jan 11, 2024 19:29:31.037133357 +03","1704990571.037133357","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","60","64","0x40","0","TCP","4","0x00","0xb697","80","58454","0","0","1","0x012","Set","Set","Not set","Not set","5792","0x56f8","2","","","","","","","","","","","","","","","","","","","","","",""
"7","5.185081035","192.168.1.108","192.168.1.104","TCP","66","58454  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=539917270 TSecr=119984","7","66","Jan 11, 2024 19:29:31.037133496 +03","1704990571.037133496","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xf3ab","58454","80","0","1","1","0x010","Not set","Set","Not set","Not set","64256","0x9a6d","2","","","","","","","","","","","","","","","","","","","","","",""
"8","5.185419620","192.168.1.108","192.168.1.104","HTTP","480","GET /mutillidae/index.php?page=dns-lookup.php HTTP/1.1 ","8","480","Jan 11, 2024 19:29:31.037472081 +03","1704990571.037472081","eth:ethertype:ip:tcp:http","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","466","64","0x40","0","TCP","4","0x00","0xf20c","58454","80","414","1","1","0x018","Not set","Set","Not set","Not set","64256","0x10db","2","","","","","","","GET","/mutillidae/index.php?page=dns-lookup.php","HTTP/1.1","http://192.168.1.104/mutillidae/index.php?page=dns-lookup.php","","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.991","","","","192.168.1.104","","","","close","",""
"9","5.185837108","192.168.1.104","192.168.1.108","TCP","66","80  >  58454 [ACK] Seq=1 Ack=415 Win=6912 Len=0 TSval=119984 TSecr=539917271","9","66","Jan 11, 2024 19:29:31.037889569 +03","1704990571.037889569","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","52","64","0x40","0","TCP","4","0x00","0xa7ef","80","58454","0","1","415","0x010","Not set","Set","Not set","Not set","6912","0x9a58","2","","","","","","","","","","","","","","","","","","","","","",""
"10","5.307037135","192.168.1.104","192.168.1.108","TCP","4410","80  >  58454 [ACK] Seq=1 Ack=415 Win=6912 Len=4344 TSval=120014 TSecr=539917271 [TCP segment of a reassembled PDU]","10","4410","Jan 11, 2024 19:29:31.159089596 +03","1704990571.159089596","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","4396","64","0x40","0","TCP","4","0x00","0x96f6","80","58454","4344","1","415","0x010","Not set","Set","Not set","Not set","6912","0x9543","2","","","","","","","","","","","","","","","","","","","","","",""
"11","5.308102019","192.168.1.108","192.168.1.104","TCP","66","58454  >  80 [ACK] Seq=415 Ack=4345 Win=62592 Len=0 TSval=539917393 TSecr=120014","11","66","Jan 11, 2024 19:29:31.160154480 +03","1704990571.160154480","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xf3a9","58454","80","0","415","4345","0x010","Not set","Set","Not set","Not set","62592","0x874b","2","","","","","","","","","","","","","","","","","","","","","",""
"12","5.308930505","192.168.1.104","192.168.1.108","HTTP","4674","HTTP/1.1 200 OK  (text/html)","12","4674","Jan 11, 2024 19:29:31.160982966 +03","1704990571.160982966","eth:ethertype:ip:tcp:http:data-text-lines","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","4660","64","0x40","0","TCP","4","0x00","0x95eb","80","58454","4608","4345","415","0x019","Not set","Set","Set","Not set","6912","0x964b","2","","","","","","","","","","","200","","8427","text/html","","","","","","close","",""
"13","5.311841240","192.168.1.108","192.168.1.104","TCP","66","58454  >  80 [ACK] Seq=415 Ack=8954 Win=64128 Len=0 TSval=539917396 TSecr=120014","13","66","Jan 11, 2024 19:29:31.163893701 +03","1704990571.163893701","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xf3a8","58454","80","0","415","8954","0x010","Not set","Set","Not set","Not set","64128","0x753b","2","","","","","","","","","","","","","","","","","","","","","",""
"14","5.311841545","192.168.1.108","192.168.1.104","TCP","66","58454  >  80 [FIN, ACK] Seq=415 Ack=8954 Win=64128 Len=0 TSval=539917397 TSecr=120014","14","66","Jan 11, 2024 19:29:31.163894006 +03","1704990571.163894006","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xf3a7","58454","80","0","415","8954","0x011","Not set","Set","Set","Not set","64128","0x7539","2","","","","","","","","","","","","","","","","","","","","","",""
"15","5.314816777","192.168.1.104","192.168.1.108","TCP","66","80  >  58454 [ACK] Seq=8954 Ack=416 Win=6912 Len=0 TSval=120016 TSecr=539917397","15","66","Jan 11, 2024 19:29:31.166869238 +03","1704990571.166869238","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","52","64","0x40","0","TCP","4","0x00","0xa7e7","80","58454","0","8954","416","0x010","Not set","Set","Not set","Not set","6912","0x76c0","2","","","","","","","","","","","","","","","","","","","","","",""
"16","5.331099921","192.168.1.108","192.168.1.104","TCP","74","58456  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=539917415 TSecr=0 WS=128","16","74","Jan 11, 2024 19:29:31.183152382 +03","1704990571.183152382","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","60","64","0x40","0","TCP","4","0x00","0xe2ec","58456","80","0","0","0","0x002","Set","Not set","Not set","Not set","64240","0xa16c","3","","","","","","","","","","","","","","","","","","","","","",""
"17","5.331100433","192.168.1.104","192.168.1.108","TCP","74","80  >  58456 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=120020 TSecr=539917415 WS=64","17","74","Jan 11, 2024 19:29:31.183152894 +03","1704990571.183152894","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","60","64","0x40","0","TCP","4","0x00","0xb697","80","58456","0","0","1","0x012","Set","Set","Not set","Not set","5792","0x09a4","3","","","","","","","","","","","","","","","","","","","","","",""
"18","5.331875804","192.168.1.108","192.168.1.104","TCP","66","58456  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=539917416 TSecr=120020","18","66","Jan 11, 2024 19:29:31.183928265 +03","1704990571.183928265","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xe2f3","58456","80","0","1","1","0x010","Not set","Set","Not set","Not set","64256","0x4d18","3","","","","","","","","","","","","","","","","","","","","","",""
"19","5.332643139","192.168.1.108","192.168.1.104","HTTP","524","GET /mutillidae/index.php?page=v3dm0s&xss=%3Cscript%3Ealert%28%22XSS%22%29%3C%2Fscript%3E HTTP/1.1 ","19","524","Jan 11, 2024 19:29:31.184695600 +03","1704990571.184695600","eth:ethertype:ip:tcp:http","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","510","64","0x40","0","TCP","4","0x00","0xe128","58456","80","458","1","1","0x018","Not set","Set","Not set","Not set","64256","0xb185","3","","","","","","","GET","/mutillidae/index.php?page=v3dm0s&xss=%3Cscript%3Ealert%28%22XSS%22%29%3C%2Fscript%3E","HTTP/1.1","http://192.168.1.104/mutillidae/index.php?page=v3dm0s&xss=%3Cscript%3Ealert%28%22XSS%22%29%3C%2Fscript%3E","","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.991","","","","192.168.1.104","","","","close","",""
"20","5.332643323","192.168.1.104","192.168.1.108","TCP","66","80  >  58456 [ACK] Seq=1 Ack=459 Win=6912 Len=0 TSval=120020 TSecr=539917417","20","66","Jan 11, 2024 19:29:31.184695784 +03","1704990571.184695784","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","52","64","0x40","0","TCP","4","0x00","0x3a1f","80","58456","0","1","459","0x010","Not set","Set","Not set","Not set","6912","0x4cd7","3","","","","","","","","","","","","","","","","","","","","","",""
"21","5.402836226","192.168.1.104","192.168.1.1","DNS","76","Standard query 0xfbc2 AAAA v3dm0s.local.lab","21","76","Jan 11, 2024 19:29:31.254888687 +03","1704990571.254888687","eth:ethertype:ip:udp:dns","08:00:27:5d:ef:d9","08:00:27:a6:7e:fb","IPv4","192.168.1.104","192.168.1.1","62","64","0x40","0","UDP","4","0x00","0xe211","","","","","","","","","","","","","","41202","53","42","0xb991","","","","","","","","","","","","","","","","","v3dm0s.local.lab","AAAA (IPv6 Address)"
"22","5.402836534","192.168.1.1","192.168.1.104","DNS","151","Standard query response 0xfbc2 No such name AAAA v3dm0s.local.lab SOA a.root-servers.net","22","151","Jan 11, 2024 19:29:31.254888995 +03","1704990571.254888995","eth:ethertype:ip:udp:dns","08:00:27:a6:7e:fb","08:00:27:5d:ef:d9","IPv4","192.168.1.1","192.168.1.104","137","64","0x00","0","UDP","4","0x00","0xf71a","","","","","","","","","","","","","","53","41202","117","0xdc90","","","","","","","","","","","","","","","","","v3dm0s.local.lab","AAAA (IPv6 Address)"
"23","5.402836591","192.168.1.104","192.168.1.1","DNS","76","Standard query 0xf63d A v3dm0s.local.lab","23","76","Jan 11, 2024 19:29:31.254889052 +03","1704990571.254889052","eth:ethertype:ip:udp:dns","08:00:27:5d:ef:d9","08:00:27:a6:7e:fb","IPv4","192.168.1.104","192.168.1.1","62","64","0x40","0","UDP","4","0x00","0xe20f","","","","","","","","","","","","","","47840","53","42","0xa543","","","","","","","","","","","","","","","","","v3dm0s.local.lab","A (Host Address)"
"24","5.402836642","192.168.1.1","192.168.1.104","DNS","151","Standard query response 0xf63d No such name A v3dm0s.local.lab SOA a.root-servers.net","24","151","Jan 11, 2024 19:29:31.254889103 +03","1704990571.254889103","eth:ethertype:ip:udp:dns","08:00:27:a6:7e:fb","08:00:27:5d:ef:d9","IPv4","192.168.1.1","192.168.1.104","137","64","0x00","0","UDP","4","0x00","0xeb18","","","","","","","","","","","","","","53","47840","117","0xc842","","","","","","","","","","","","","","","","","v3dm0s.local.lab","A (Host Address)"
"25","5.414605842","192.168.1.104","192.168.1.108","TCP","4410","80  >  58456 [ACK] Seq=1 Ack=459 Win=6912 Len=4344 TSval=120041 TSecr=539917417 [TCP segment of a reassembled PDU]","25","4410","Jan 11, 2024 19:29:31.266658303 +03","1704990571.266658303","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","4396","64","0x40","0","TCP","4","0x00","0x2926","80","58456","4344","1","459","0x010","Not set","Set","Not set","Not set","6912","0x9543","3","","","","","","","","","","","","","","","","","","","","","",""
"26","5.415760452","192.168.1.108","192.168.1.104","TCP","66","58456  >  80 [ACK] Seq=459 Ack=4345 Win=62592 Len=0 TSval=539917501 TSecr=120041","26","66","Jan 11, 2024 19:29:31.267812913 +03","1704990571.267812913","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xe2f1","58456","80","0","459","4345","0x010","Not set","Set","Not set","Not set","62592","0x39f9","3","","","","","","","","","","","","","","","","","","","","","",""
"27","5.416722766","192.168.1.104","192.168.1.108","HTTP","3136","HTTP/1.1 200 OK  (text/html)","27","3136","Jan 11, 2024 19:29:31.268775227 +03","1704990571.268775227","eth:ethertype:ip:tcp:http:data-text-lines","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","3122","64","0x40","0","TCP","4","0x00","0x2e1d","80","58456","3070","4345","459","0x019","Not set","Set","Set","Not set","6912","0x9049","3","","","","","","","","","","","200","","6889","text/html","","","","","","close","",""
"28","5.417264223","192.168.1.108","192.168.1.104","TCP","66","58456  >  80 [ACK] Seq=459 Ack=7416 Win=62976 Len=0 TSval=539917502 TSecr=120042","28","66","Jan 11, 2024 19:29:31.269316684 +03","1704990571.269316684","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xe2f0","58456","80","0","459","7416","0x010","Not set","Set","Not set","Not set","62976","0x2df5","3","","","","","","","","","","","","","","","","","","","","","",""
"29","5.418010996","192.168.1.108","192.168.1.104","TCP","66","58456  >  80 [FIN, ACK] Seq=459 Ack=7416 Win=64128 Len=0 TSval=539917503 TSecr=120042","29","66","Jan 11, 2024 19:29:31.270063457 +03","1704990571.270063457","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xe2ef","58456","80","0","459","7416","0x011","Not set","Set","Set","Not set","64128","0x2dea","3","","","","","","","","","","","","","","","","","","","","","",""
"30","5.418011098","192.168.1.104","192.168.1.108","TCP","66","80  >  58456 [ACK] Seq=7416 Ack=460 Win=6912 Len=0 TSval=120042 TSecr=539917503","30","66","Jan 11, 2024 19:29:31.270063559 +03","1704990571.270063559","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","52","64","0x40","0","TCP","4","0x00","0x3a18","80","58456","0","7416","460","0x010","Not set","Set","Not set","Not set","6912","0x2f73","3","","","","","","","","","","","","","","","","","","","","","",""
"31","5.444066323","192.168.1.108","192.168.1.104","TCP","74","58460  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=539917529 TSecr=0 WS=128","31","74","Jan 11, 2024 19:29:31.296118784 +03","1704990571.296118784","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","60","64","0x40","0","TCP","4","0x00","0xb6ef","58460","80","0","0","0","0x002","Set","Not set","Not set","Not set","64240","0xcf1d","4","","","","","","","","","","","","","","","","","","","","","",""
"32","5.444468151","192.168.1.104","192.168.1.108","TCP","74","80  >  58460 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=120049 TSecr=539917529 WS=64","32","74","Jan 11, 2024 19:29:31.296520612 +03","1704990571.296520612","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","60","64","0x40","0","TCP","4","0x00","0xb697","80","58460","0","0","1","0x012","Set","Set","Not set","Not set","5792","0x2524","4","","","","","","","","","","","","","","","","","","","","","",""
"33","5.444869301","192.168.1.108","192.168.1.104","TCP","66","58460  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=539917530 TSecr=120049","33","66","Jan 11, 2024 19:29:31.296921762 +03","1704990571.296921762","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xb6f6","58460","80","0","1","1","0x010","Not set","Set","Not set","Not set","64256","0x6898","4","","","","","","","","","","","","","","","","","","","","","",""
"34","5.444869385","192.168.1.108","192.168.1.104","HTTP","472","GET /mutillidae/index.php?page=v3dm0s HTTP/1.1 ","34","472","Jan 11, 2024 19:29:31.296921846 +03","1704990571.296921846","eth:ethertype:ip:tcp:http","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","458","64","0x40","0","TCP","4","0x00","0xb55f","58460","80","406","1","1","0x018","Not set","Set","Not set","Not set","64256","0x92c3","4","","","","","","","GET","/mutillidae/index.php?page=v3dm0s","HTTP/1.1","http://192.168.1.104/mutillidae/index.php?page=v3dm0s","","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.991","","","","192.168.1.104","","","","close","",""
"35","5.445179250","192.168.1.104","192.168.1.108","TCP","66","80  >  58460 [ACK] Seq=1 Ack=407 Win=6912 Len=0 TSval=120049 TSecr=539917530","35","66","Jan 11, 2024 19:29:31.297231711 +03","1704990571.297231711","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","52","64","0x40","0","TCP","4","0x00","0x4888","80","58460","0","1","407","0x010","Not set","Set","Not set","Not set","6912","0x688c","4","","","","","","","","","","","","","","","","","","","","","",""
"36","5.534558508","192.168.1.104","192.168.1.1","DNS","76","Standard query 0x6f88 AAAA v3dm0s.local.lab","36","76","Jan 11, 2024 19:29:31.386610969 +03","1704990571.386610969","eth:ethertype:ip:udp:dns","08:00:27:5d:ef:d9","08:00:27:a6:7e:fb","IPv4","192.168.1.104","192.168.1.1","62","64","0x40","0","UDP","4","0x00","0xe1ee","","","","","","","","","","","","","","49589","53","42","0x2509","","","","","","","","","","","","","","","","","v3dm0s.local.lab","AAAA (IPv6 Address)"
"37","5.539262986","192.168.1.1","192.168.1.104","DNS","151","Standard query response 0x6f88 No such name AAAA v3dm0s.local.lab SOA a.root-servers.net","37","151","Jan 11, 2024 19:29:31.391315447 +03","1704990571.391315447","eth:ethertype:ip:udp:dns","08:00:27:a6:7e:fb","08:00:27:5d:ef:d9","IPv4","192.168.1.1","192.168.1.104","137","64","0x00","0","UDP","4","0x00","0x0d46","","","","","","","","","","","","","","53","49589","117","0x4808","","","","","","","","","","","","","","","","","v3dm0s.local.lab","AAAA (IPv6 Address)"
"38","5.541056939","192.168.1.104","192.168.1.1","DNS","76","Standard query 0x5dbf A v3dm0s.local.lab","38","76","Jan 11, 2024 19:29:31.393109400 +03","1704990571.393109400","eth:ethertype:ip:udp:dns","08:00:27:5d:ef:d9","08:00:27:a6:7e:fb","IPv4","192.168.1.104","192.168.1.1","62","64","0x40","0","UDP","4","0x00","0xe1ee","","","","","","","","","","","","","","33509","53","42","0x75bd","","","","","","","","","","","","","","","","","v3dm0s.local.lab","A (Host Address)"
"39","5.546487085","192.168.1.1","192.168.1.104","DNS","151","Standard query response 0x5dbf No such name A v3dm0s.local.lab SOA a.root-servers.net","39","151","Jan 11, 2024 19:29:31.398539546 +03","1704990571.398539546","eth:ethertype:ip:udp:dns","08:00:27:a6:7e:fb","08:00:27:5d:ef:d9","IPv4","192.168.1.1","192.168.1.104","137","64","0x00","0","UDP","4","0x00","0xb478","","","","","","","","","","","","","","53","33509","117","0x98bc","","","","","","","","","","","","","","","","","v3dm0s.local.lab","A (Host Address)"
"40","5.564796557","192.168.1.104","192.168.1.108","TCP","4410","80  >  58460 [ACK] Seq=1 Ack=407 Win=6912 Len=4344 TSval=120078 TSecr=539917530 [TCP segment of a reassembled PDU]","40","4410","Jan 11, 2024 19:29:31.416849018 +03","1704990571.416849018","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","4396","64","0x40","0","TCP","4","0x00","0x378f","80","58460","4344","1","407","0x010","Not set","Set","Not set","Not set","6912","0x9543","4","","","","","","","","","","","","","","","","","","","","","",""
"41","5.566211572","192.168.1.108","192.168.1.104","TCP","66","58460  >  80 [ACK] Seq=407 Ack=4345 Win=62592 Len=0 TSval=539917651 TSecr=120078","41","66","Jan 11, 2024 19:29:31.418264033 +03","1704990571.418264033","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xb6f4","58460","80","0","407","4345","0x010","Not set","Set","Not set","Not set","62592","0x5581","4","","","","","","","","","","","","","","","","","","","","","",""
"42","5.569230998","192.168.1.104","192.168.1.108","HTTP","3136","HTTP/1.1 200 OK  (text/html)","42","3136","Jan 11, 2024 19:29:31.421283459 +03","1704990571.421283459","eth:ethertype:ip:tcp:http:data-text-lines","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","3122","64","0x40","0","TCP","4","0x00","0x3c86","80","58460","3070","4345","407","0x019","Not set","Set","Set","Not set","6912","0x9049","4","","","","","","","","","","","200","","6889","text/html","","","","","","close","",""
"43","5.570107885","192.168.1.108","192.168.1.104","TCP","66","58460  >  80 [ACK] Seq=407 Ack=7416 Win=62976 Len=0 TSval=539917655 TSecr=120080","43","66","Jan 11, 2024 19:29:31.422160346 +03","1704990571.422160346","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xb6f3","58460","80","0","407","7416","0x010","Not set","Set","Not set","Not set","62976","0x4979","4","","","","","","","","","","","","","","","","","","","","","",""
"44","5.570108067","192.168.1.108","192.168.1.104","TCP","66","58460  >  80 [FIN, ACK] Seq=407 Ack=7416 Win=64128 Len=0 TSval=539917655 TSecr=120080","44","66","Jan 11, 2024 19:29:31.422160528 +03","1704990571.422160528","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0xb6f2","58460","80","0","407","7416","0x011","Not set","Set","Set","Not set","64128","0x496f","4","","","","","","","","","","","","","","","","","","","","","",""
"45","5.570761839","192.168.1.104","192.168.1.108","TCP","66","80  >  58460 [ACK] Seq=7416 Ack=408 Win=6912 Len=0 TSval=120080 TSecr=539917655","45","66","Jan 11, 2024 19:29:31.422814300 +03","1704990571.422814300","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","52","64","0x40","0","TCP","4","0x00","0x4881","80","58460","0","7416","408","0x010","Not set","Set","Not set","Not set","6912","0x4af8","4","","","","","","","","","","","","","","","","","","","","","",""
"46","5.620700781","192.168.1.108","192.168.1.104","TCP","74","58466  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=539917706 TSecr=0 WS=128","46","74","Jan 11, 2024 19:29:31.472753242 +03","1704990571.472753242","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","60","64","0x40","0","TCP","4","0x00","0x3136","58466","80","0","0","0","0x002","Set","Not set","Not set","Not set","64240","0xeaa6","5","","","","","","","","","","","","","","","","","","","","","",""
"47","5.621608530","192.168.1.104","192.168.1.108","TCP","74","80  >  58466 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=120093 TSecr=539917706 WS=64","47","74","Jan 11, 2024 19:29:31.473660991 +03","1704990571.473660991","eth:ethertype:ip:tcp","08:00:27:5d:ef:d9","08:00:27:37:96:63","IPv4","192.168.1.104","192.168.1.108","60","64","0x40","0","TCP","4","0x00","0xb697","80","58466","0","0","1","0x012","Set","Set","Not set","Not set","5792","0xe82c","5","","","","","","","","","","","","","","","","","","","","","",""
"48","5.622500732","192.168.1.108","192.168.1.104","TCP","66","58466  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=539917707 TSecr=120093","48","66","Jan 11, 2024 19:29:31.474553193 +03","1704990571.474553193","eth:ethertype:ip:tcp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","192.168.1.108","192.168.1.104","52","64","0x40","0","TCP","4","0x00","0x313d","58466","80","0","1","1","0x010","Not set","Set","Not set","Not set","64256","0x2ba1","5","","","","","","","","","","","","","","","","","","","","","",""
